epoch,loss,mean_absolute_percentage_error,val_loss,val_mean_absolute_percentage_error
0,26.022197723388672,29.891124725341797,22.276145935058594,22.381446838378906
1,24.9202938079834,29.95562744140625,22.844406127929688,21.8406982421875
2,24.896570205688477,28.56301498413086,22.240808486938477,22.557147979736328
3,24.716705322265625,29.539705276489258,22.139846801757812,22.10018539428711
4,24.559232711791992,28.91083526611328,22.05828094482422,22.026575088500977
5,24.573686599731445,29.269895553588867,21.98771858215332,22.29132652282715
6,24.50306510925293,29.71832275390625,21.921924591064453,22.247068405151367
7,24.530860900878906,29.33670997619629,22.086519241333008,21.76079559326172
8,24.480085372924805,29.260080337524414,21.983644485473633,21.83085060119629
9,24.49428939819336,29.563859939575195,22.17865562438965,21.710927963256836
10,24.476919174194336,28.83234405517578,21.93854331970215,21.99684715270996
11,24.489381790161133,28.667619705200195,22.031108856201172,21.758697509765625
12,24.473403930664062,29.103517532348633,22.03928565979004,21.760730743408203
13,24.474807739257812,28.666624069213867,21.891138076782227,22.01327896118164
14,24.480361938476562,28.89554214477539,22.33780860900879,21.570852279663086
15,24.466161727905273,29.601539611816406,21.937271118164062,21.9014835357666
16,24.496366500854492,29.530906677246094,22.08200454711914,21.68612289428711
17,24.47654914855957,29.095548629760742,21.847671508789062,22.072412490844727
18,24.45637321472168,29.344369888305664,21.897308349609375,21.94428062438965
19,24.482210159301758,29.680028915405273,22.09607696533203,21.663127899169922
20,24.46669578552246,28.715057373046875,21.8842716217041,21.801576614379883
21,24.429000854492188,29.463197708129883,21.8768310546875,21.901878356933594
22,24.466318130493164,28.83297348022461,21.971757888793945,21.728322982788086
23,24.448347091674805,29.656009674072266,21.82605743408203,22.070920944213867
24,24.44452476501465,29.221363067626953,21.838367462158203,21.98615074157715
25,24.43332862854004,29.170047760009766,21.85772705078125,22.03806495666504
26,24.45354461669922,28.729061126708984,21.853748321533203,22.02794647216797
27,24.440345764160156,29.19082260131836,22.01934242248535,21.635408401489258
28,24.368995666503906,29.034502029418945,21.948314666748047,21.605480194091797
29,24.341955184936523,29.16136932373047,21.725852966308594,21.911697387695312
30,24.303401947021484,27.911396026611328,21.702112197875977,21.85988998413086
31,24.278554916381836,28.21613883972168,21.70073127746582,21.75057029724121
32,24.21596336364746,29.468841552734375,21.830930709838867,21.419031143188477
33,24.193899154663086,28.681015014648438,21.57805061340332,21.741212844848633
34,24.152708053588867,29.01881980895996,21.660709381103516,21.591506958007812
35,24.148849487304688,28.951614379882812,21.584426879882812,21.63953399658203
36,24.143558502197266,29.445068359375,21.554330825805664,21.705656051635742
37,24.137584686279297,27.946361541748047,21.7764892578125,21.274513244628906
38,24.100191116333008,28.030559539794922,21.7667236328125,21.247276306152344
39,24.085750579833984,29.237640380859375,21.599699020385742,21.387563705444336
40,24.042911529541016,29.38490104675293,21.622173309326172,21.22909927368164
41,24.002534866333008,28.193920135498047,21.434953689575195,21.281370162963867
42,23.961862564086914,28.306814193725586,21.323543548583984,21.50831413269043
43,23.98054313659668,28.458152770996094,21.277511596679688,21.550743103027344
44,23.885271072387695,27.930248260498047,21.414466857910156,21.014572143554688
45,23.898820877075195,27.87079429626465,21.61766242980957,20.86338996887207
46,23.87442970275879,28.07818031311035,21.527645111083984,20.899396896362305
47,23.87725067138672,26.872650146484375,21.298072814941406,21.012067794799805
48,23.8701171875,28.490402221679688,21.414749145507812,20.945987701416016
49,23.870929718017578,28.007741928100586,21.251407623291016,21.152244567871094
50,23.864675521850586,27.345094680786133,21.573726654052734,20.778188705444336
51,23.808792114257812,26.895668029785156,21.194427490234375,21.048263549804688
52,23.79912757873535,27.41350746154785,21.388248443603516,20.78803825378418
53,23.796829223632812,27.254432678222656,21.309371948242188,20.83473014831543
54,23.819149017333984,28.203298568725586,21.46769142150879,20.862396240234375
55,23.80135726928711,27.815963745117188,21.163671493530273,21.14881134033203
56,23.777061462402344,28.321773529052734,21.199684143066406,20.998350143432617
57,23.809064865112305,27.790706634521484,21.140249252319336,21.04130744934082
58,23.755496978759766,28.168275833129883,21.19049835205078,21.0607852935791
59,23.7867431640625,27.21036148071289,21.123720169067383,21.145549774169922
60,23.78556251525879,28.02416229248047,21.200267791748047,20.92060661315918
61,23.772354125976562,26.666303634643555,21.24958610534668,20.782026290893555
62,23.749242782592773,27.294363021850586,21.178617477416992,20.844818115234375
63,23.755035400390625,27.83021354675293,21.144451141357422,20.9748592376709
64,23.774410247802734,27.388626098632812,21.101726531982422,21.191390991210938
65,23.74965476989746,27.853580474853516,21.457120895385742,20.685182571411133
66,23.776636123657227,27.195093154907227,21.191835403442383,20.908863067626953
67,23.756229400634766,28.20725440979004,21.844406127929688,20.58938980102539
68,23.7340145111084,27.645652770996094,21.294538497924805,20.725688934326172
69,23.741802215576172,27.487747192382812,21.13302230834961,20.935314178466797
70,23.744140625,28.009521484375,21.36995506286621,20.644742965698242
71,23.724628448486328,27.69715690612793,21.17768669128418,20.914772033691406
72,23.747373580932617,27.081295013427734,21.21817398071289,20.821834564208984
73,23.737131118774414,27.390172958374023,21.458662033081055,20.662174224853516
74,23.741504669189453,27.89950942993164,21.106426239013672,21.052989959716797
75,23.7125244140625,25.518184661865234,21.118074417114258,20.987014770507812
76,23.736879348754883,27.89464569091797,21.175264358520508,20.795461654663086
77,23.76606559753418,27.76212501525879,21.131975173950195,20.871734619140625
78,23.714887619018555,28.202104568481445,21.083398818969727,20.996370315551758
79,23.74681282043457,27.004507064819336,21.1844539642334,20.843555450439453
80,23.73394203186035,27.742610931396484,21.450716018676758,20.625328063964844
81,23.744159698486328,27.412961959838867,21.11124038696289,21.115583419799805
82,23.729652404785156,27.63092613220215,21.390377044677734,20.679431915283203
83,23.72574806213379,27.272457122802734,21.10679817199707,20.8997802734375
84,23.703964233398438,28.319705963134766,21.22466468811035,20.751079559326172
85,23.741893768310547,26.792593002319336,21.123327255249023,20.936750411987305
86,23.725032806396484,27.197996139526367,21.099634170532227,20.995574951171875
87,23.73615074157715,27.79817008972168,21.150943756103516,20.851177215576172
88,23.72855567932129,27.240089416503906,21.114728927612305,20.8675479888916
89,23.757919311523438,28.35777473449707,21.156187057495117,20.886493682861328
90,23.710784912109375,27.18834686279297,21.22654914855957,20.750093460083008
91,23.722698211669922,26.670284271240234,21.227367401123047,20.790132522583008
92,23.725120544433594,27.640432357788086,21.256004333496094,20.728097915649414
93,23.73233413696289,27.649812698364258,21.57032012939453,20.598941802978516
94,23.70064353942871,28.08452033996582,21.16309356689453,20.76521110534668
95,23.723278045654297,27.189617156982422,21.190380096435547,20.801443099975586
96,23.729124069213867,27.77943992614746,21.075532913208008,21.437686920166016
97,23.72447395324707,28.27916717529297,21.04700469970703,21.093591690063477
98,23.703603744506836,27.208499908447266,21.19072151184082,20.75102996826172
99,23.692792892456055,26.310354232788086,21.069639205932617,21.25231170654297
0,1137.4288330078125,30.07396125793457,809.2968139648438,22.007484436035156
1,1009.8905029296875,29.41346549987793,807.4920043945312,22.009798049926758
2,1007.8260498046875,28.982702255249023,806.6383666992188,22.055322647094727
3,1007.832275390625,29.63279151916504,809.5498046875,21.988597869873047
4,1007.1690063476562,29.366539001464844,800.839599609375,22.177522659301758
5,1007.6182250976562,28.411762237548828,854.812744140625,21.816957473754883
6,1007.435546875,30.029521942138672,816.6592407226562,21.895750045776367
7,1006.898193359375,28.96656608581543,812.3512573242188,21.953384399414062
8,1008.249755859375,29.883867263793945,799.6785888671875,22.618106842041016
9,1006.0492553710938,29.60855484008789,801.4600219726562,22.035995483398438
10,1000.9191284179688,28.831035614013672,794.4449462890625,21.976879119873047
11,998.8807373046875,29.345867156982422,797.8848876953125,21.707090377807617
12,994.9389038085938,28.146129608154297,776.9981689453125,22.194839477539062
13,990.7003784179688,29.327388763427734,781.212890625,21.639175415039062
14,983.9130859375,28.01351547241211,775.5059204101562,21.630041122436523
15,981.9536743164062,28.00142478942871,775.9227905273438,21.484695434570312
