epoch,loss,val_loss
0,11.761534690856934,10.61145305633545
1,4.8163533210754395,5.6731109619140625
2,4.537748336791992,5.592719078063965
3,4.45454740524292,4.689918041229248
4,4.702024936676025,4.522914409637451
5,5.027565956115723,4.758063793182373
6,5.062772750854492,4.743646621704102
7,4.96755313873291,4.941192626953125
8,4.8480143547058105,4.960078239440918
9,4.645963668823242,4.443274974822998
10,4.57375955581665,4.23122501373291
11,4.0862932205200195,4.086666107177734
12,4.034040927886963,3.961794376373291
13,3.9237191677093506,3.858696460723877
14,3.89719295501709,3.7615015506744385
15,3.835559368133545,3.7386207580566406
16,3.8317887783050537,3.6881861686706543
17,3.821653366088867,3.6566848754882812
18,3.8047995567321777,3.637641668319702
19,3.7839062213897705,3.6070125102996826
20,3.7178287506103516,3.4458537101745605
21,3.588491916656494,3.4273746013641357
22,3.5574100017547607,3.4159436225891113
23,3.52738356590271,3.417125701904297
24,3.5004210472106934,3.394765615463257
25,3.4963366985321045,3.4028263092041016
26,3.50453519821167,3.3839058876037598
27,3.4985251426696777,3.388148069381714
28,3.495323657989502,3.3705739974975586
29,3.481874465942383,3.391770362854004
30,3.4310529232025146,3.3220369815826416
31,3.4113078117370605,3.3152554035186768
32,3.3634109497070312,3.311182737350464
33,3.376967430114746,3.3233802318573
34,3.3749876022338867,3.322701930999756
35,3.3558509349823,3.3153867721557617
36,3.374868392944336,3.290334939956665
37,3.368481397628784,3.3058724403381348
38,3.355494976043701,3.2908437252044678
39,3.3485333919525146,3.295132637023926
40,3.3007125854492188,3.2091639041900635
41,3.2600090503692627,3.211719274520874
42,3.2467691898345947,3.2173502445220947
43,3.237300157546997,3.2062489986419678
44,3.245328426361084,3.2199041843414307
45,3.2362782955169678,3.228573799133301
46,3.2367022037506104,3.227233648300171
47,3.228084087371826,3.2116446495056152
48,3.2148945331573486,3.2181992530822754
49,3.220522880554199,3.2104618549346924
50,3.1881566047668457,3.154768705368042
51,3.146376609802246,3.154141664505005
52,3.1479742527008057,3.1668734550476074
53,3.140725612640381,3.180927038192749
54,3.1698901653289795,3.173161268234253
55,3.161004066467285,3.170637369155884
56,3.1586790084838867,3.1702401638031006
57,3.150301218032837,3.163689374923706
58,3.1479926109313965,3.172323226928711
59,3.1663928031921387,3.1708202362060547
60,3.1074070930480957,3.1212005615234375
61,3.1142797470092773,3.130248546600342
62,3.105093479156494,3.126845598220825
63,3.096958637237549,3.116938352584839
64,3.1211791038513184,3.1140387058258057
65,3.1102042198181152,3.126910448074341
66,3.1103031635284424,3.115243673324585
67,3.1062092781066895,3.108485221862793
68,3.113474130630493,3.123599052429199
69,3.113399028778076,3.118380546569824
70,3.095965623855591,3.0900986194610596
71,3.102473258972168,3.0940778255462646
72,3.097553014755249,3.096865653991699
73,3.0974957942962646,3.0937552452087402
74,3.1053669452667236,3.095736265182495
75,3.0975000858306885,3.09675669670105
76,3.0860304832458496,3.0800538063049316
77,3.1066229343414307,3.086318254470825
78,3.1052117347717285,3.0882210731506348
79,3.1180636882781982,3.0847318172454834
80,3.089815855026245,3.0541014671325684
81,3.0769619941711426,3.0752384662628174
82,3.0947272777557373,3.050847053527832
83,3.067995071411133,3.030200481414795
84,3.066317558288574,3.0355918407440186
85,3.0646347999572754,3.0434353351593018
86,3.0828404426574707,3.038784980773926
87,3.091294288635254,3.0427744388580322
88,3.092273473739624,3.0477943420410156
89,3.0968072414398193,3.02622389793396
90,3.0762827396392822,3.030457019805908
91,3.066333532333374,3.011441230773926
92,3.0451366901397705,3.0282821655273438
93,3.0568783283233643,3.027362108230591
94,3.0705175399780273,3.0255227088928223
95,3.0542547702789307,3.017637252807617
96,3.035801410675049,3.02529239654541
97,3.0447421073913574,3.0231857299804688
98,3.0744707584381104,3.027669668197632
99,3.0513341426849365,3.0264766216278076
100,3.0311005115509033,3.00445294380188
101,3.0213654041290283,3.004218578338623
102,3.0158531665802,2.984485626220703
103,3.0328195095062256,2.9907279014587402
104,3.0436840057373047,2.9936461448669434
105,3.0496432781219482,3.003307342529297
106,3.078324556350708,3.000607490539551
107,3.0926764011383057,3.0290281772613525
108,3.117220163345337,3.0098769664764404
109,3.134355068206787,3.008147716522217
110,3.1614933013916016,2.9864025115966797
111,3.1459128856658936,3.009361982345581
112,3.189098834991455,3.0036919116973877
113,3.216823101043701,3.012524366378784
114,3.213296413421631,3.0110042095184326
115,3.239445209503174,3.0252065658569336
116,3.246638536453247,3.0288259983062744
117,3.2618095874786377,3.042921543121338
118,3.310673713684082,3.0630338191986084
119,3.303264856338501,3.0889029502868652
120,3.319772958755493,3.0776212215423584
121,3.351828098297119,3.07987904548645
122,3.438488006591797,3.0964012145996094
123,3.477463483810425,3.1293742656707764
124,3.527900457382202,3.1595938205718994
125,3.5932986736297607,3.2126166820526123
126,3.5971429347991943,3.2406728267669678
127,3.6564488410949707,3.2592482566833496
128,3.6765921115875244,3.2791788578033447
129,3.6653170585632324,3.3315842151641846
130,3.691136360168457,3.303860664367676
131,3.7187623977661133,3.3725900650024414
132,3.697999954223633,3.403045892715454
133,3.7124929428100586,3.4499127864837646
134,3.712956666946411,3.4829773902893066
135,3.6866843700408936,3.4933207035064697
136,3.646320104598999,3.4837822914123535
137,3.5978591442108154,3.4223520755767822
138,3.6128716468811035,3.441396951675415
139,3.576650619506836,3.456493377685547
140,3.5758540630340576,3.4670512676239014
141,3.5709104537963867,3.4942405223846436
142,3.535240888595581,3.519704818725586
143,3.5672268867492676,3.5537827014923096
144,3.541994094848633,3.6151387691497803
145,3.537074327468872,3.5917391777038574
146,3.510211706161499,3.5912160873413086
147,3.5001988410949707,3.6329739093780518
148,3.5016489028930664,3.6259641647338867
149,3.4933974742889404,3.6397972106933594
150,3.493223190307617,3.6181955337524414
151,3.471271276473999,3.6440768241882324
152,3.48683500289917,3.6852951049804688
153,3.477541446685791,3.7287964820861816
154,3.490126609802246,3.7122459411621094
155,3.5349605083465576,3.7452194690704346
156,3.531764507293701,3.7776522636413574
157,3.5350492000579834,3.7877542972564697
158,3.5428197383880615,3.811311960220337
159,3.56148362159729,3.848686933517456
160,3.55165433883667,3.842078447341919
161,3.5459632873535156,3.871485471725464
162,3.5857813358306885,3.9166336059570312
163,3.582106828689575,3.945488452911377
164,3.5860726833343506,3.985419273376465
165,3.5371170043945312,3.971466064453125
166,3.5560944080352783,4.073121070861816
167,3.527644395828247,3.9899253845214844
168,3.540982961654663,4.014069080352783
169,3.512517213821411,4.044061660766602
170,3.5056331157684326,4.081658363342285
171,3.513758659362793,4.107273578643799
172,3.5169241428375244,4.148918151855469
173,3.502948760986328,4.17898416519165
174,3.515279531478882,4.2046122550964355
175,3.4942781925201416,4.225844860076904
176,3.539731740951538,4.252960205078125
177,3.5166516304016113,4.280560493469238
178,3.5399367809295654,4.290349006652832
179,3.5380377769470215,4.311319351196289
180,3.5408692359924316,4.295469284057617
181,3.522989273071289,4.3263092041015625
182,3.5115787982940674,4.323124408721924
183,3.523684501647949,4.330483913421631
184,3.5179336071014404,4.333579063415527
185,3.5124213695526123,4.3439412117004395
186,3.514164924621582,4.355931282043457
187,3.5138628482818604,4.338695526123047
188,3.503910541534424,4.345424652099609
189,3.494063138961792,4.358882904052734
190,3.510499954223633,4.3496198654174805
191,3.5140600204467773,4.352913856506348
192,3.500044584274292,4.370330333709717
193,3.501271963119507,4.356452465057373
194,3.509831666946411,4.36165189743042
195,3.5131640434265137,4.365194320678711
196,3.5032036304473877,4.361905574798584
197,3.484869956970215,4.370523929595947
198,3.4886515140533447,4.3811798095703125
199,3.5145223140716553,4.383424282073975
200,3.4888622760772705,4.352992534637451
201,3.487286329269409,4.365499496459961
202,3.484726905822754,4.359001636505127
203,3.4722506999969482,4.373159408569336
204,3.4838433265686035,4.370556354522705
205,3.488126516342163,4.371568202972412
206,3.4886112213134766,4.379150390625
207,3.4909632205963135,4.375838756561279
208,3.4733774662017822,4.373897552490234
209,3.4779469966888428,4.381300449371338
210,3.455319881439209,4.3566460609436035
211,3.4558253288269043,4.356770038604736
212,3.4578487873077393,4.361086368560791
213,3.4520788192749023,4.36749792098999
214,3.466273546218872,4.386176109313965
215,3.471738576889038,4.384945392608643
216,3.4615771770477295,4.381415843963623
217,3.4708473682403564,4.380760192871094
218,3.4799606800079346,4.3785505294799805
219,3.47310471534729,4.382938385009766
220,3.4613375663757324,4.372471809387207
221,3.4692389965057373,4.374475479125977
222,3.4720661640167236,4.369178771972656
223,3.4580957889556885,4.387394428253174
224,3.4738872051239014,4.394265651702881
225,3.4787721633911133,4.391173839569092
226,3.479660749435425,4.388427734375
227,3.4775192737579346,4.402229309082031
228,3.472533702850342,4.407547950744629
229,3.475276470184326,4.402529716491699
230,3.452620506286621,4.389333248138428
231,3.4642131328582764,4.402021408081055
232,3.441411018371582,4.400251388549805
233,3.454585075378418,4.403583526611328
234,3.4433505535125732,4.414464950561523
235,3.449890375137329,4.399631023406982
236,3.447037696838379,4.406637191772461
237,3.45306134223938,4.411308765411377
238,3.4553985595703125,4.427635669708252
239,3.455232858657837,4.418569087982178
240,3.4476335048675537,4.422770023345947
241,3.478044033050537,4.425103187561035
242,3.4620723724365234,4.4414238929748535
243,3.478086471557617,4.434076309204102
244,3.4527690410614014,4.443892955780029
245,3.4703619480133057,4.420767784118652
